,Bush,Kerr,Nade,Chen,Edwa,LBus,HCli,BCli,Powe,Ashc,McCa,DemP,RepP
5515,0,85,15,0,85,50,70,95,40,0,70,70,10
5516,70,15,60,100,30,70,0,30,85,70,85,30,60
5517,85,30,70,85,40,85,30,15,85,85,70,40,60
5518,85,15,70,100,15,100,70,60,100,70,60,60,70
5519,60,70,30,15,70,60,70,85,60,60,30,70,60
5520,15,100,15,0,100,50,85,100,40,0,70,85,15
5521,0,85,60,0,100,50,85,100,50,0,70,85,0
5522,85,30,50,85,40,100,15,15,10,100,70,40,85
5523,85,40,50,60,60,85,30,40,85,70,70,30,70
5524,60,85,15,30,70,85,70,70,70,50,85,85,50
5525,40,60,50,30,50,50,60,70,70,30,85,60,60
5526,85,15,50,60,15,70,0,15,60,50,60,40,70
5527,100,15,60,70,15,85,0,0,85,85,85,15,85
5528,85,40,30,85,50,70,15,30,100,70,100,30,70
5529,60,70,60,0,85,85,100,100,50,30,85,85,30
5530,100,0,50,100,40,100,30,40,85,50,15,15,85
5531,50,60,50,40,60,50,60,60,50,50,40,60,50
5532,85,60,60,60,70,100,15,60,100,0,70,60,60
5533,85,40,50,60,60,85,70,70,70,60,100,40,70
5534,100,0,0,85,0,100,0,0,100,100,50,50,90
5535,0,60,50,0,62,50,85,60,40,40,60,60,40
5536,50,50,50,50,50,50,60,60,50,50,50,50,50
5537,85,0,60,60,30,70,15,40,60,60,70,30,70
5538,0,70,50,0,85,100,60,60,40,15,100,85,15
5539,0,85,50,50,60,60,85,70,70,40,40,100,15
5540,0,85,0,0,85,50,70,100,40,50,60,85,15
5541,100,40,75,60,50,90,70,0,100,100,100,50,60
5542,100,15,50,85,30,100,0,15,85,85,50,60,85
5543,70,30,50,60,30,70,30,30,70,50,50,40,40
5544,40,70,0,40,70,50,85,85,60,50,50,85,40
5545,0,70,0,0,85,30,85,100,15,0,70,85,0
5546,15,85,0,0,60,60,50,85,70,30,70,85,50
5547,60,50,50,60,50,60,60,60,70,50,50,50,60
5548,100,30,50,70,15,100,30,0,100,70,85,15,50
5549,0,85,0,0,85,50,70,75,40,0,40,85,15
5550,0,60,40,0,60,50,50,60,85,0,50,60,50
5551,0,85,30,0,85,40,100,100,40,15,60,70,15
5552,85,40,70,70,50,100,0,40,85,60,100,50,85
5553,70,60,70,70,70,60,70,70,70,60,60,40,60
5554,100,40,40,95,40,100,2,40,90,95,90,50,75
5555,70,30,60,85,50,100,85,85,70,50,85,50,85
5556,40,70,70,30,70,60,85,70,85,40,70,70,40
5557,70,50,15,70,50,70,70,85,85,85,70,50,50
5558,0,100,0,0,100,15,70,100,0,0,0,100,0
5559,0,60,60,0,85,50,70,85,50,50,70,70,40
5560,40,60,30,30,50,40,50,60,50,15,50,50,40
5561,100,40,30,85,0,100,0,0,70,100,0,40,100
5562,40,60,60,15,70,70,70,70,60,30,70,60,50
5563,50,85,50,40,85,60,100,100,50,50,60,70,50
5564,40,60,70,15,40,60,30,60,70,0,85,40,50
5565,0,85,60,0,85,50,85,85,40,15,40,85,15
5566,0,85,100,0,100,100,50,70,50,0,15,40,15
5567,50,85,50,50,70,70,60,60,70,50,60,50,70
5568,30,30,30,30,40,40,0,15,100,40,100,30,60
5569,0,70,50,0,85,0,85,85,60,0,60,70,15
5570,85,60,50,85,60,70,0,30,70,60,85,40,70
5571,30,70,50,60,50,50,50,70,70,50,70,50,50
5572,0,85,30,30,60,50,85,100,30,50,60,70,15
5573,50,50,10,50,60,50,40,50,90,5,95,50,60
5574,70,0,0,70,30,40,0,0,85,60,70,15,85
5575,30,60,60,40,60,50,85,85,60,60,60,50,50
5576,100,15,0,50,30,100,50,60,70,60,85,15,85
5577,85,40,50,70,50,50,85,85,70,50,50,40,60
5578,0,15,0,0,0,0,15,100,0,0,0,0,0
5579,15,60,60,40,50,40,40,70,60,40,50,60,15
5580,50,100,50,50,100,70,100,100,50,50,50,100,50
5581,0,100,15,0,85,40,100,100,15,0,85,85,0
5582,0,85,60,15,85,30,85,85,30,50,70,70,30
5583,0,85,85,0,85,50,70,100,30,15,85,70,30
5584,90,10,0,80,50,85,0,0,40,50,90,0,75
5585,50,40,0,70,52,60,50,40,100,50,85,50,60
5586,100,60,100,70,60,100,85,15,100,70,85,60,85
5587,100,50,50,100,50,100,100,100,100,100,100,85,100
5588,85,0,50,85,0,100,0,0,85,100,70,40,70
5589,50,70,50,40,60,60,70,60,70,50,60,85,40
5590,60,60,50,50,60,60,60,70,40,50,50,60,60
5591,15,60,60,0,70,40,85,85,40,30,60,60,40
5592,30,70,60,50,70,50,85,85,70,70,70,70,40
5593,70,60,70,30,85,85,70,0,85,60,70,50,40
5594,15,70,50,15,85,60,100,85,40,30,40,85,15
5595,15,40,70,0,60,50,0,50,50,0,70,40,0
5596,70,50,30,85,50,60,15,30,60,60,40,60,70
5597,85,15,40,70,85,85,50,50,85,70,85,50,85
5598,85,40,50,70,30,70,15,30,85,60,40,30,85
5599,60,85,50,50,85,70,100,100,85,60,100,70,60
5600,20,75,50,30,60,45,60,70,50,45,50,75,30
5601,70,30,60,70,60,85,40,30,100,50,70,50,50
5602,0,70,50,0,85,50,85,100,60,40,60,70,40
5603,85,60,50,70,50,70,70,70,70,70,50,30,60
5604,70,60,60,40,60,70,40,40,100,30,70,60,70
5605,100,0,85,50,50,100,0,0,60,85,0,0,85
5606,60,40,50,50,40,60,15,15,70,50,70,50,70
5607,0,50,0,15,50,15,100,100,15,0,0,70,0
5608,100,30,30,85,60,100,30,40,100,50,100,60,85
5609,60,60,50,30,50,85,60,15,85,50,40,60,50
5610,85,15,0,85,40,85,40,30,85,70,85,40,85
5611,30,60,50,30,60,50,50,60,60,40,85,60,60
5612,100,0,0,100,0,100,15,0,100,100,100,50,100
5613,85,50,50,50,50,70,30,50,50,50,50,50,100
5614,70,30,30,60,30,50,15,0,85,30,50,50,50
5615,100,0,50,85,15,100,15,0,85,70,70,30,85
5616,15,60,60,0,60,50,40,70,50,15,70,60,30
5617,50,50,50,50,50,50,50,50,50,50,50,50,50
5618,60,30,0,60,15,50,50,50,60,50,60,40,60
5619,70,40,50,85,40,100,30,70,85,60,60,40,70
5620,60,70,70,60,60,60,60,70,70,50,85,60,60
5621,100,50,50,85,50,100,70,70,85,50,60,60,100
5622,0,70,40,0,85,50,60,90,60,0,60,70,15
5623,15,70,85,0,70,40,50,70,85,0,40,40,30
5624,15,70,15,30,70,50,50,60,30,15,70,60,30
5625,100,40,40,85,30,100,30,60,85,70,60,60,85
5626,100,40,40,100,40,100,15,30,85,85,85,40,100
5627,100,0,30,70,0,100,0,15,85,70,50,15,85
5628,30,30,0,0,40,70,0,40,100,0,70,40,60
5629,85,30,30,60,50,85,0,30,70,50,60,30,70
5630,85,0,40,70,15,100,40,40,70,70,60,40,70
5631,65,60,40,55,0,75,60,70,65,60,85,55,65
5632,85,15,15,85,15,100,15,50,100,85,85,30,85
5633,10,25,50,60,60,50,100,100,100,60,50,50,100
5634,40,60,50,40,60,50,50,40,60,40,60,60,40
5635,85,60,70,70,50,85,70,70,85,60,40,70,60
5636,35,50,60,50,60,50,30,40,60,30,50,50,50
5637,70,60,50,70,60,50,100,85,85,50,50,50,50
5638,70,60,50,85,15,60,15,15,85,60,40,50,50
5639,40,60,0,15,70,70,50,15,50,30,85,60,30
5640,70,15,0,60,15,85,0,0,70,70,85,40,70
5641,0,40,50,50,60,15,85,100,70,60,70,60,30
5642,30,60,0,15,70,70,85,85,50,15,50,85,30
5643,70,70,50,50,70,85,60,40,85,50,50,100,15
5644,0,85,0,0,85,50,100,100,40,0,50,85,0
5645,0,100,60,15,100,40,100,100,40,40,15,100,0
5646,30,70,70,0,40,50,60,30,70,50,40,30,30
5647,0,70,60,0,85,50,70,85,60,0,60,85,30
5648,15,85,30,0,70,60,85,85,70,0,70,70,15
5649,100,0,70,70,15,85,15,0,100,85,15,0,70
5650,85,40,85,70,50,90,35,35,90,80,90,70,70
5651,85,40,60,70,50,85,0,15,70,60,70,30,60
5652,70,40,50,70,50,85,30,30,60,40,50,60,70
5653,15,70,0,0,70,60,85,100,60,15,70,70,15
5654,30,85,15,0,85,70,85,100,60,30,70,30,85
5655,50,85,50,50,50,50,50,0,75,50,85,70,50
5656,70,40,15,40,50,85,0,15,85,50,70,40,60
5657,70,50,30,60,70,85,40,30,85,50,50,40,85
5658,45,60,15,70,55,50,65,75,90,60,50,70,60
5659,0,90,0,0,100,0,0,90,50,50,0,80,30
5660,0,100,0,0,100,50,100,100,100,50,50,85,70
5661,40,50,50,0,50,60,60,60,40,0,50,40,15
5662,100,40,0,60,30,100,15,15,100,70,70,15,85
5663,40,60,70,30,70,70,85,70,85,40,85,60,30
5664,60,40,15,30,50,70,50,50,60,50,50,50,50
5665,85,40,60,85,50,50,70,85,85,50,50,40,85
5666,100,40,50,70,60,85,40,60,85,85,40,50,85
5667,85,50,50,70,60,100,0,30,85,70,85,70,70
5668,15,50,40,40,50,50,100,85,40,50,50,60,40
5669,70,40,50,50,85,70,50,15,50,50,50,50,50
5670,85,0,15,100,0,100,0,0,70,70,85,0,100
5671,70,60,40,60,70,60,85,85,85,60,60,70,60
5672,85,15,50,70,15,100,15,40,50,40,50,40,60
5673,40,50,40,50,50,60,50,50,70,50,50,40,40
5674,70,70,60,0,50,60,70,60,40,50,85,40,40
5675,0,70,85,0,100,60,100,100,70,15,85,60,15
5676,50,50,50,50,50,50,60,60,60,50,50,60,50
5677,50,60,15,50,70,60,80,70,50,50,60,60,40
5678,0,70,30,15,70,60,60,85,70,15,85,70,15
5679,0,70,10,0,75,40,80,80,50,50,30,80,10
5680,85,15,30,70,50,85,15,0,85,60,70,40,85
5681,30,40,40,30,85,60,85,60,40,50,60,60,30
5682,0,10,60,0,10,1,15,12,3,0,1,10,1
5683,100,15,50,85,0,100,0,50,100,85,100,15,100
5684,50,70,50,50,70,60,70,85,70,50,85,85,50
5685,85,60,50,70,50,100,85,100,100,85,85,70,85
5686,80,45,55,65,60,90,40,55,80,65,75,55,70
5687,85,30,50,85,15,100,30,30,85,70,70,30,85
5688,70,85,70,70,70,50,50,50,70,50,50,70,70
5689,85,40,50,85,15,70,30,60,100,50,50,40,70
5690,0,70,50,30,85,50,70,70,50,0,50,60,40
5691,40,60,50,60,60,85,85,85,100,60,85,85,40
5692,85,0,0,85,0,100,0,0,85,70,40,50,70
5693,30,65,40,60,50,50,45,70,75,60,60,75,60
5694,40,40,40,60,60,60,60,60,85,50,50,40,60
5695,60,30,50,100,60,85,0,100,85,70,50,40,85
5696,15,70,0,0,60,85,60,60,15,30,15,50,50
5697,30,100,70,50,85,50,100,100,100,60,70,85,40
5698,85,50,0,85,15,100,40,60,70,70,50,40,70
5699,30,60,50,30,50,50,50,70,50,50,50,70,30
5700,15,85,50,15,85,50,100,85,70,15,60,60,0
5701,0,60,40,15,60,40,85,85,30,0,60,60,30
5702,85,30,85,85,70,50,70,60,85,70,90,50,50
5703,85,15,30,60,40,60,50,40,70,60,70,30,100
5704,40,50,50,70,70,85,30,0,85,50,60,60,70
5705,50,0,0,50,50,100,0,0,100,0,50,50,50
5706,0,70,0,0,85,0,85,85,70,50,60,100,0
5707,30,50,15,30,50,70,60,70,60,15,70,40,40
5708,0,50,0,0,70,15,60,60,50,0,60,60,15
5709,85,15,50,85,40,100,0,0,85,50,70,30,85
5710,85,40,0,70,40,85,85,85,100,60,85,50,50
5711,60,30,100,15,30,50,0,85,40,50,85,30,30
5712,50,70,85,60,100,70,100,100,85,30,50,70,50
5713,30,70,15,15,60,85,70,85,70,60,60,50,30
5714,100,0,0,100,0,100,0,0,100,100,85,15,100
5715,60,50,60,50,60,100,85,100,60,60,60,50,50
5716,0,70,60,50,85,50,30,60,100,50,85,40,85
5717,0,60,70,0,40,0,30,30,30,0,60,0,0
5718,90,0,10,90,0,100,0,30,95,95,40,10,80
5719,100,60,50,85,60,85,60,60,100,70,100,60,85
5720,15,70,60,15,70,85,70,85,70,30,60,50,30
5721,70,60,50,60,50,70,85,60,60,50,50,60,60
5722,85,40,30,70,40,100,30,60,85,60,70,30,70
5723,15,15,0,50,50,15,70,70,50,50,30,50,50
5724,50,75,22,21,90,50,80,75,100,80,100,75,50
5725,85,40,60,40,50,85,0,85,40,15,60,60,70
5726,85,0,40,85,50,85,40,40,100,70,70,50,70
5727,95,5,70,80,30,90,0,20,50,90,90,20,70
5728,100,25,50,90,50,100,25,25,100,75,100,25,90
5729,100,40,0,50,30,85,70,50,100,50,50,50,100
5730,85,30,50,75,40,80,25,35,90,70,75,25,60
5731,10,60,60,30,70,50,90,80,50,10,60,50,10
5732,15,15,0,15,0,30,15,15,50,15,50,15,15
5733,70,50,50,60,70,85,70,60,70,60,70,60,70
5734,15,50,50,0,50,50,50,50,30,0,30,40,30
5735,15,85,50,0,60,85,60,70,85,60,50,85,40
5736,85,40,50,70,40,85,60,50,70,60,60,60,70
5737,50,60,0,60,70,15,85,100,85,60,60,70,50
5738,100,30,50,85,30,100,30,40,85,70,85,40,85
5739,100,40,50,85,40,100,15,15,85,85,85,15,100
5740,85,50,60,60,50,85,30,60,100,50,50,60,85
5741,0,85,50,15,70,70,50,50,85,50,50,60,70
5742,70,60,15,40,60,75,60,70,85,50,85,70,70
5743,40,85,60,30,85,100,70,100,85,40,85,70,30
5744,70,30,0,70,0,100,85,50,85,0,60,60,60
5745,100,40,60,100,40,100,40,40,100,100,100,0,100
5746,100,40,60,85,30,100,0,60,100,85,85,40,85
5747,85,30,30,85,15,70,30,30,85,70,50,50,85
5748,100,0,15,100,15,100,0,15,85,85,70,15,85
5749,70,30,15,40,50,85,30,60,85,30,85,40,60
5750,100,70,70,70,60,85,70,85,85,60,50,70,85
5751,15,85,50,0,85,0,70,70,30,50,60,70,0
5752,85,30,50,85,30,85,0,30,60,60,70,40,60
5753,100,0,0,100,0,100,0,0,85,100,50,0,100
5754,100,0,50,100,15,100,0,0,100,85,60,15,100
5755,100,0,50,85,50,85,0,40,85,50,60,30,100
5756,50,50,50,50,50,50,50,50,50,50,50,50,50
5757,85,50,40,50,60,100,30,70,100,70,70,40,60
5758,100,0,0,85,0,100,50,50,85,85,85,15,85
5759,85,30,50,0,60,100,15,1,85,60,70,40,85
5760,0,70,40,15,70,50,70,85,40,50,60,70,0
5761,15,65,65,15,70,40,100,85,40,0,50,60,20
5762,100,40,15,85,40,100,40,40,100,100,70,40,60
5763,85,15,0,70,0,85,0,40,70,60,60,30,60
5764,15,85,60,15,85,60,70,85,60,60,85,85,30
5765,0,85,50,0,85,40,100,85,50,50,85,70,0
5766,85,40,50,70,51,70,4,60,80,75,60,49,80
5767,85,15,50,70,60,85,0,0,85,60,60,40,70
5768,30,60,0,15,70,40,85,70,60,0,60,70,30
5769,15,85,30,70,50,85,100,100,100,50,60,100,15
5770,70,30,50,60,30,85,0,0,85,50,50,0,85
5771,100,15,15,70,50,100,60,70,100,70,60,70,70
5772,0,85,60,15,60,30,85,100,85,50,50,70,30
5773,70,15,15,0,40,50,70,40,0,60,50,70,50
5774,0,85,50,15,85,70,70,70,85,30,85,85,30
5775,90,0,0,70,0,95,0,0,85,90,75,50,50
5776,0,85,30,0,70,50,70,85,60,0,50,85,15
5777,100,50,50,100,60,100,40,50,100,85,70,70,85
5778,50,0,30,70,0,60,0,30,40,15,85,15,60
5779,15,60,0,0,60,40,70,70,70,30,50,70,60
5780,50,70,0,15,60,60,70,100,70,50,60,70,50
5781,50,100,85,70,100,85,100,100,85,0,100,85,40
5782,100,15,40,100,0,100,0,0,100,85,100,15,85
5783,100,15,15,70,15,50,0,0,50,85,40,15,70
5784,0,85,50,0,70,100,85,95,70,15,70,85,60
5785,85,0,15,85,15,100,0,0,60,50,50,0,85
5786,60,85,50,60,85,70,100,100,50,50,50,60,85
5787,30,85,60,40,70,50,30,70,85,50,60,50,30
5788,50,50,50,50,50,50,60,50,60,50,50,60,50
5789,30,70,70,0,70,60,85,85,70,0,70,85,40
5790,0,60,0,0,85,50,85,100,60,0,60,85,15
5791,30,70,50,30,85,50,70,7,50,50,5,85,15
5792,15,85,50,50,50,50,60,50,50,55,50,85,15
5793,100,30,0,100,40,100,0,60,100,60,70,30,100
5794,0,60,40,0,70,50,85,85,70,0,65,60,0
5795,85,30,50,70,30,70,0,0,70,60,40,30,70
5796,60,40,60,50,50,50,70,70,60,40,70,60,60
5797,85,0,40,70,40,85,30,40,85,60,85,0,70
5798,0,85,20,0,85,15,85,100,25,10,0,95,0
5799,70,60,50,60,50,50,85,70,50,50,60,50,50
5800,85,40,60,60,50,85,70,70,70,60,50,40,85
5801,85,50,0,85,50,85,70,70,70,70,70,60,85
5802,15,50,50,30,50,40,70,70,50,50,40,60,40
5803,85,15,50,50,0,100,0,0,100,70,60,30,70
5804,15,50,50,40,60,50,70,85,60,50,60,60,50
5805,0,70,50,15,60,50,50,100,60,0,100,60,60
5806,85,60,60,85,40,85,50,30,85,70,50,40,70
5807,100,50,50,70,100,100,100,100,100,70,60,100,100
5808,90,0,70,80,40,70,50,80,90,60,90,60,80
5809,85,30,0,70,30,85,0,30,85,60,70,15,70
5810,15,60,30,0,85,40,70,70,40,15,70,70,30
5811,85,15,30,70,15,85,15,30,70,60,60,30,70
5812,40,50,50,40,50,50,50,70,50,30,50,50,50
5813,60,50,50,60,70,85,40,40,70,50,50,50,50
5814,50,60,30,15,70,70,85,85,60,50,70,60,30
5815,50,50,50,90,10,85,10,50,90,50,75,49,51
5816,15,85,60,30,70,100,60,85,100,15,100,70,15
5817,85,50,60,85,50,85,50,40,85,85,70,50,70
5818,70,40,50,30,50,50,15,0,40,50,50,30,70
5819,60,30,15,15,15,100,15,60,100,30,85,50,50
5820,40,60,50,30,50,60,0,60,60,50,85,60,40
5821,15,70,85,0,85,15,70,85,30,0,60,70,15
5822,100,40,50,70,60,70,50,15,40,60,40,60,85
5823,85,50,50,85,50,50,40,40,50,50,50,40,85
5824,100,15,30,60,50,100,0,0,85,100,50,0,70
5825,70,50,50,60,50,60,50,60,60,50,60,50,60
5826,40,70,50,40,70,40,70,70,50,40,40,85,40
5827,70,0,15,60,50,70,60,60,85,15,50,50,70
5828,50,85,15,30,85,70,70,60,60,30,30,70,40
5829,60,50,60,40,70,70,85,85,85,30,85,60,60
5830,40,60,50,30,85,60,70,85,60,30,70,60,30
5831,60,50,50,60,50,60,40,60,50,50,50,85,15
5832,85,50,50,60,60,70,0,0,60,70,50,60,70
5833,0,60,30,15,50,70,85,100,70,50,60,60,30
5834,75,25,30,50,10,85,10,20,75,50,85,50,60
5835,0,85,85,0,100,70,15,85,30,50,0,100,0
5836,100,40,50,85,60,100,0,0,85,85,70,40,85
5837,15,70,50,15,70,50,70,85,30,15,50,60,15
5838,0,85,15,0,100,50,60,100,60,0,60,100,40
5839,50,60,50,0,60,50,70,70,30,30,50,60,50
5840,40,70,60,60,50,50,0,30,85,50,50,70,40
5841,85,50,60,100,40,100,70,60,85,50,30,40,85
5842,100,30,70,60,40,100,0,0,100,50,70,50,85
5843,60,50,30,40,50,50,50,60,70,40,50,50,50
5844,70,40,40,60,40,70,60,70,85,60,50,70,60
5845,100,15,40,70,50,50,0,0,60,50,70,60,100
5846,85,30,15,70,40,85,0,30,60,70,60,30,60
5847,100,30,30,70,15,100,30,60,60,70,60,15,100
5848,100,15,0,60,0,70,20,30,85,50,70,30,90
5849,15,70,60,15,70,50,60,60,30,30,40,60,30
5850,70,70,70,70,85,85,70,85,85,70,60,70,70
5851,40,85,30,30,85,30,85,100,70,15,70,85,60
5852,85,15,15,85,15,85,0,0,100,70,60,0,100
5853,60,85,50,30,70,50,70,85,70,40,40,60,40
5854,60,60,50,60,70,85,50,0,85,50,50,60,60
5855,30,70,50,50,60,30,70,40,60,50,50,70,30
5856,70,60,70,50,50,60,40,50,70,50,60,60,60
5857,40,85,15,70,50,60,85,60,85,50,50,85,0
5858,70,70,50,70,60,70,70,60,60,50,60,70,70
5859,70,40,40,50,50,50,50,30,50,50,50,40,40
5860,100,0,70,85,15,100,0,15,85,85,85,30,85
5861,40,100,50,15,85,60,100,100,100,60,100,100,50
5862,30,40,30,40,50,60,85,70,70,30,60,40,30
5863,85,15,0,85,30,100,0,30,85,60,40,15,60
5864,15,100,50,15,100,0,60,85,50,0,60,85,15
5865,70,40,15,70,50,70,40,70,70,60,70,70,60
5866,0,40,40,15,60,70,30,60,70,0,100,30,30
5867,15,70,0,0,60,70,100,85,70,15,85,60,30
5868,70,70,60,60,70,60,70,70,70,60,60,60,60
5869,0,100,0,0,100,70,100,100,60,50,60,100,0
5870,70,60,0,70,85,85,15,30,70,50,70,30,60
5871,100,30,60,80,5,70,5,0,95,75,90,3,90
5872,40,60,50,50,50,50,70,85,60,50,50,85,40
5873,85,50,50,70,40,100,40,15,85,60,70,40,70
5874,100,50,70,50,60,85,15,15,70,50,77,60,70
5875,0,70,85,0,70,40,40,85,40,0,70,70,15
5876,100,30,50,60,40,100,0,0,100,50,50,15,85
5877,70,50,60,40,30,60,30,30,70,50,60,40,60
5878,0,70,60,0,70,50,70,60,15,15,15,60,15
5879,85,15,0,100,60,100,85,50,100,70,70,30,70
5880,60,30,50,60,30,70,15,60,60,40,50,50,50
5881,15,85,70,0,70,50,85,85,40,0,60,70,30
5882,30,40,0,60,60,50,40,60,70,15,50,40,30
5883,0,85,30,0,85,50,70,70,60,0,70,85,15
5884,60,70,40,40,70,50,50,85,60,50,70,60,50
5885,0,70,0,0,80,40,80,70,50,0,80,85,0
5886,60,40,50,50,50,60,40,40,60,30,40,30,40
5887,50,50,75,25,100,100,75,100,75,50,100,75,25
5888,30,85,50,50,85,60,85,85,50,40,30,100,30
5889,85,0,15,50,15,70,85,60,85,50,50,85,70
5890,100,0,50,85,15,100,0,0,70,85,60,15,85
5891,0,60,50,0,50,30,50,60,60,0,70,60,0
5892,30,70,0,15,50,0,40,85,50,30,70,40,40
5893,0,85,60,50,85,60,100,100,100,60,40,70,60
5894,100,0,0,85,0,100,0,0,85,85,70,0,100
5895,0,85,60,0,85,60,100,100,30,0,60,60,0
5896,70,60,30,60,40,70,50,50,60,60,60,40,70
5897,100,100,100,0,100,50,100,100,15,0,100,100,50
5898,85,60,40,90,50,85,0,15,85,85,60,40,70
5899,70,70,40,50,50,60,100,85,100,50,50,100,85
5900,100,60,85,60,60,100,60,40,100,50,100,70,85
5901,60,70,50,60,50,70,85,40,60,50,40,70,60
5902,70,0,60,50,15,85,0,0,60,50,40,0,60
5903,60,85,50,50,60,85,70,70,70,50,60,85,60
5904,70,15,60,70,30,85,30,15,100,60,60,60,85
5905,90,5,55,45,35,90,10,20,75,50,65,30,65
5906,0,75,0,0,85,75,95,95,75,0,75,75,0
5907,95,15,60,90,15,95,0,0,85,80,85,15,90
5908,0,60,50,50,50,30,60,50,70,50,50,50,50
5909,75,45,50,60,60,100,0,30,100,40,75,50,50
5910,30,4,40,30,60,70,60,60,85,40,85,50,50
5911,50,85,40,30,70,50,100,100,85,50,70,70,50
5912,70,50,60,60,30,85,40,60,85,50,70,60,70
5913,50,70,0,40,70,60,85,85,15,15,60,85,70
5914,60,70,50,50,50,40,85,100,100,50,40,60,60
5915,0,70,80,0,80,30,70,90,80,30,80,70,20
5916,85,30,0,40,60,100,15,30,85,40,85,15,60
5917,0,70,40,0,50,0,85,100,30,50,15,40,0
5918,85,40,50,60,30,0,15,70,70,85,100,100,0
5919,15,80,15,0,80,50,90,85,40,10,75,80,5
5920,100,70,40,85,50,85,0,40,100,85,100,40,85
5921,70,70,70,60,70,85,0,85,70,70,70,70,15
5922,100,0,100,85,85,100,60,0,100,50,100,50,50
5923,40,60,15,40,70,50,85,85,100,40,50,70,40
5924,70,15,30,40,30,100,0,0,100,30,100,30,30
5925,100,0,50,100,0,100,0,0,100,100,50,100,100
5926,15,30,50,40,50,60,85,60,100,60,60,50,50
5927,100,0,50,85,70,100,15,15,85,85,60,50,50
5928,30,85,0,0,85,50,15,100,50,0,40,60,15
5929,50,70,85,50,50,50,100,100,100,70,70,100,0
5930,15,40,60,15,30,70,0,70,60,0,50,85,30
5931,100,50,50,85,60,100,50,60,85,85,70,50,100
5932,40,85,40,60,100,60,100,100,60,50,70,85,60
5933,70,40,15,50,30,60,60,60,85,40,50,50,70
5934,80,40,0,40,30,50,50,50,40,40,65,40,60
5935,40,60,50,40,50,50,50,40,50,50,50,50,50
5936,75,30,50,60,60,90,10,40,90,60,60,40,60
5937,100,0,50,100,15,100,0,0,85,85,70,15,85
5938,100,1,50,100,5,100,3,1,100,70,70,0,100
5939,85,15,50,85,15,85,15,15,85,85,85,60,85
5940,85,50,50,40,60,85,85,85,60,60,60,70,70
5941,15,70,85,0,60,30,60,85,40,15,50,60,40
5942,0,85,0,15,100,15,100,100,60,50,50,85,0
5943,40,85,50,15,85,60,100,100,40,15,60,100,30
5944,100,30,40,70,50,100,0,40,100,70,70,30,70
5945,30,60,50,30,60,60,60,15,70,30,50,70,40
5946,0,62,55,0,80,50,90,95,59,40,60,57,0
5947,30,70,50,60,85,70,100,85,60,15,40,70,40
5948,0,100,60,0,70,60,100,100,40,0,40,100,0
5949,0,85,0,0,85,50,85,60,40,50,50,70,15
5950,10,60,50,85,50,85,0,15,85,85,60,40,85
5951,60,85,50,70,70,70,100,100,85,70,60,100,50
5952,100,50,45,90,40,100,30,0,85,85,85,30,100
5953,100,40,60,60,50,70,30,0,85,50,50,30,70
5954,60,90,30,50,70,70,10,20,75,50,60,80,50
5955,85,0,50,85,15,100,0,15,100,70,30,15,85
5956,70,30,50,60,70,70,70,70,70,40,40,50,60
5957,60,45,15,50,15,100,0,45,85,30,85,45,55
5958,70,40,30,60,40,85,40,50,85,70,70,60,70
5959,30,70,15,60,70,60,50,70,70,50,50,70,40
5960,0,90,60,15,70,15,95,85,30,0,50,70,0
5961,15,85,40,30,85,85,60,70,70,30,60,70,40
5962,0,100,30,50,70,50,100,100,85,60,50,100,0
5963,70,40,50,60,50,85,30,15,70,60,70,60,60
5964,85,50,30,85,50,100,60,15,85,15,70,40,70
5965,70,30,60,40,70,50,15,70,85,40,60,40,70
5966,30,70,50,40,100,50,100,70,50,50,70,70,70
5967,85,50,85,70,15,85,0,0,60,60,85,50,50
5968,70,60,85,50,50,85,85,60,85,40,70,60,60
5969,85,15,30,85,40,85,0,50,100,100,60,50,70
5970,85,40,15,85,15,85,30,30,85,60,70,70,70
5971,70,70,100,60,70,60,70,60,70,60,70,70,70
5972,0,100,0,0,100,15,100,100,0,0,40,100,0
5973,100,0,0,100,0,100,0,0,100,100,100,0,100
5974,80,0,0,85,0,85,0,30,85,50,60,30,60
5975,70,40,30,50,50,85,50,40,70,60,60,60,60
5976,15,85,50,15,85,50,85,85,30,30,40,85,60
5977,15,85,40,50,85,70,70,70,70,50,50,60,40
5978,100,30,60,100,50,100,50,60,85,70,85,30,85
5979,15,85,60,50,50,70,70,85,70,50,50,70,15
5980,0,85,85,0,85,50,85,100,60,0,70,70,40
5981,0,85,40,40,30,50,0,0,70,50,15,60,50
5982,0,85,50,60,40,50,70,40,60,30,50,40,15
5983,15,85,50,0,85,40,85,100,50,30,60,85,40
5984,50,50,60,50,50,60,70,60,70,50,50,60,40
5985,50,70,50,50,70,50,50,70,50,50,60,50,70
5986,15,70,50,50,50,60,70,70,60,50,50,70,30
5987,30,60,0,0,50,60,60,85,60,0,60,70,60
5988,50,60,30,30,60,85,70,85,60,40,50,60,50
5989,0,85,40,0,85,30,85,100,40,0,50,85,15
5990,85,50,70,85,60,100,50,50,85,70,70,50,85
5991,0,50,15,40,40,50,85,100,70,50,50,85,0
5992,0,100,50,0,100,85,60,100,50,40,60,100,50
5993,100,0,50,100,15,100,0,0,85,70,85,0,100
5994,40,60,30,15,60,70,70,70,85,0,85,30,30
